Date,Open,High,Low,Close,Volume
2021-01-31 01:00:00,34262.89000000,34342.69000000,34003.00000000,34213.72000000,785.00529100
2021-01-31 01:15:00,34215.93000000,34272.99000000,34087.00000000,34109.97000000,539.42409100
2021-01-31 01:30:00,34109.54000000,34150.00000000,33850.00000000,33946.25000000,864.66599800
2021-01-31 01:45:00,33949.93000000,34134.33000000,33939.44000000,34066.84000000,455.72916900
2021-01-31 02:00:00,34066.84000000,34135.70000000,33957.70000000,34028.46000000,507.50081000
2021-01-31 02:15:00,34028.46000000,34220.00000000,33988.30000000,34084.30000000,478.51803500
2021-01-31 02:30:00,34083.19000000,34169.58000000,34062.60000000,34106.07000000,306.51013800
2021-01-31 02:45:00,34106.07000000,34249.99000000,33940.00000000,34194.00000000,574.57499300
2021-01-31 03:00:00,34193.29000000,34238.00000000,34072.47000000,34096.45000000,383.51575000
2021-01-31 03:15:00,34093.02000000,34111.76000000,33756.09000000,33882.40000000,964.44650400
2021-01-31 03:30:00,33882.41000000,33925.40000000,33681.00000000,33741.73000000,832.12652200
2021-01-31 03:45:00,33741.95000000,33825.00000000,33717.07000000,33750.00000000,463.92415900
2021-01-31 04:00:00,33748.69000000,33940.16000000,33655.00000000,33940.16000000,546.30133500
2021-01-31 04:15:00,33940.16000000,34027.55000000,33876.30000000,33989.08000000,530.27404600
2021-01-31 04:30:00,33987.42000000,34042.00000000,33939.22000000,34026.32000000,473.89462900
2021-01-31 04:45:00,34026.61000000,34029.23000000,33850.00000000,33930.21000000,429.54671200
2021-01-31 05:00:00,33930.22000000,34127.65000000,33794.27000000,34035.36000000,636.45640100
2021-01-31 05:15:00,34038.49000000,34094.60000000,33921.79000000,33922.85000000,366.90788600
2021-01-31 05:30:00,33924.57000000,33986.17000000,33821.61000000,33880.77000000,435.76920300
2021-01-31 05:45:00,33880.76000000,34075.32000000,33871.13000000,34034.31000000,366.81826100
2021-01-31 06:00:00,34034.30000000,34056.64000000,33885.01000000,33960.80000000,449.67214600
2021-01-31 06:15:00,33953.92000000,33960.81000000,33768.70000000,33820.00000000,459.06799400
2021-01-31 06:30:00,33820.00000000,33874.70000000,33678.46000000,33697.94000000,586.81969600
2021-01-31 06:45:00,33696.90000000,33820.23000000,33687.79000000,33756.39000000,424.34678800
2021-01-31 07:00:00,33757.17000000,33850.00000000,33602.00000000,33844.82000000,638.69371300
2021-01-31 07:15:00,33844.82000000,33849.98000000,33655.58000000,33807.44000000,446.67895300
2021-01-31 07:30:00,33806.14000000,33857.88000000,33692.13000000,33752.23000000,334.58857300
2021-01-31 07:45:00,33752.22000000,33776.50000000,33571.42000000,33655.86000000,525.86435500
2021-01-31 08:00:00,33655.85000000,33790.00000000,33572.92000000,33781.31000000,393.54976500
2021-01-31 08:15:00,33783.28000000,33846.27000000,33733.39000000,33782.37000000,435.90238800
2021-01-31 08:30:00,33782.38000000,33782.38000000,33657.22000000,33716.10000000,349.52866300
2021-01-31 08:45:00,33716.09000000,33727.20000000,33450.00000000,33607.98000000,886.02389900
2021-01-31 09:00:00,33607.68000000,33761.82000000,33312.12000000,33761.82000000,1206.07488900
2021-01-31 09:15:00,33761.81000000,33832.94000000,33716.46000000,33747.70000000,468.62394600
2021-01-31 09:30:00,33747.71000000,33789.26000000,33550.00000000,33625.66000000,499.62021700
2021-01-31 09:45:00,33625.65000000,33625.65000000,33500.00000000,33596.72000000,537.48784600
2021-01-31 10:00:00,33596.72000000,33769.93000000,33531.27000000,33660.89000000,539.17420700
2021-01-31 10:15:00,33660.90000000,33660.90000000,33450.00000000,33518.91000000,597.43179100
2021-01-31 10:30:00,33518.91000000,33599.98000000,33420.00000000,33476.86000000,601.74277100
2021-01-31 10:45:00,33476.87000000,33524.98000000,33270.00000000,33301.70000000,701.64550800
2021-01-31 11:00:00,33300.01000000,33588.54000000,33205.00000000,33581.53000000,878.73990400
2021-01-31 11:15:00,33581.53000000,33615.01000000,33460.02000000,33606.40000000,531.93577100
2021-01-31 11:30:00,33606.40000000,33700.00000000,33580.17000000,33624.91000000,591.06971900
2021-01-31 11:45:00,33624.91000000,33744.88000000,33600.01000000,33653.68000000,542.26853300
2021-01-31 12:00:00,33652.23000000,33784.40000000,33533.33000000,33632.99000000,734.90773100
