Date,Open,High,Low,Close,Volume
2021-01-31 01:00:00,34262.89000000,34342.69000000,34003.00000000,34109.97000000,1324.42938200
2021-01-31 01:30:00,34109.54000000,34150.00000000,33850.00000000,34066.84000000,1320.39516700
2021-01-31 02:00:00,34066.84000000,34220.00000000,33957.70000000,34084.30000000,986.01884500
2021-01-31 02:30:00,34083.19000000,34249.99000000,33940.00000000,34194.00000000,881.08513100
2021-01-31 03:00:00,34193.29000000,34238.00000000,33756.09000000,33882.40000000,1347.96225400
2021-01-31 03:30:00,33882.41000000,33925.40000000,33681.00000000,33750.00000000,1296.05068100
2021-01-31 04:00:00,33748.69000000,34027.55000000,33655.00000000,33989.08000000,1076.57538100
2021-01-31 04:30:00,33987.42000000,34042.00000000,33850.00000000,33930.21000000,903.44134100
2021-01-31 05:00:00,33930.22000000,34127.65000000,33794.27000000,33922.85000000,1003.36428700
2021-01-31 05:30:00,33924.57000000,34075.32000000,33821.61000000,34034.31000000,802.58746400
2021-01-31 06:00:00,34034.30000000,34056.64000000,33768.70000000,33820.00000000,908.74014000
2021-01-31 06:30:00,33820.00000000,33874.70000000,33678.46000000,33756.39000000,1011.16648400
2021-01-31 07:00:00,33757.17000000,33850.00000000,33602.00000000,33807.44000000,1085.37266600
2021-01-31 07:30:00,33806.14000000,33857.88000000,33571.42000000,33655.86000000,860.45292800
2021-01-31 08:00:00,33655.85000000,33846.27000000,33572.92000000,33782.37000000,829.45215300
2021-01-31 08:30:00,33782.38000000,33782.38000000,33450.00000000,33607.98000000,1235.55256200
2021-01-31 09:00:00,33607.68000000,33832.94000000,33312.12000000,33747.70000000,1674.69883500
2021-01-31 09:30:00,33747.71000000,33789.26000000,33500.00000000,33596.72000000,1037.10806300
2021-01-31 10:00:00,33596.72000000,33769.93000000,33450.00000000,33518.91000000,1136.60599800
2021-01-31 10:30:00,33518.91000000,33599.98000000,33270.00000000,33301.70000000,1303.38827900
2021-01-31 11:00:00,33300.01000000,33615.01000000,33205.00000000,33606.40000000,1410.67567500
2021-01-31 11:30:00,33606.40000000,33744.88000000,33580.17000000,33653.68000000,1133.33825200
2021-01-31 12:00:00,33652.23000000,33784.40000000,33533.33000000,33653.39000000,1114.81124200
2021-01-31 12:30:00,33653.40000000,33700.99000000,33469.38000000,33563.23000000,850.36706000
2021-01-31 13:00:00,33563.24000000,33956.47000000,33366.29000000,33950.14000000,1428.91844900
2021-01-31 13:30:00,33949.56000000,34220.00000000,33902.52000000,33974.05000000,2723.53367100
2021-01-31 14:00:00,33974.05000000,34050.00000000,33735.00000000,33815.95000000,1171.34694200
2021-01-31 14:30:00,33815.95000000,33857.90000000,33607.95000000,33692.92000000,1119.67514900
2021-01-31 15:00:00,33691.49000000,33735.54000000,33480.00000000,33560.21000000,1216.62943300
2021-01-31 15:30:00,33561.80000000,33683.96000000,33318.02000000,33330.71000000,1707.62046100
2021-01-31 16:00:00,33330.72000000,33470.00000000,33011.00000000,33045.43000000,2402.41384100
2021-01-31 16:30:00,33045.43000000,33045.43000000,32554.00000000,32862.66000000,4215.52067000
2021-01-31 17:00:00,32862.65000000,33041.62000000,32555.00000000,32924.26000000,2312.52863900
2021-01-31 17:30:00,32922.60000000,33073.55000000,32805.00000000,32891.86000000,1394.66628100
2021-01-31 18:00:00,32891.86000000,33077.90000000,32686.00000000,32932.26000000,1799.02625800
2021-01-31 18:30:00,32932.25000000,33010.16000000,32200.00000000,32302.31000000,2991.58847500
2021-01-31 19:00:00,32302.32000000,32570.00000000,32171.67000000,32540.94000000,1908.73988300
2021-01-31 19:30:00,32540.93000000,32849.71000000,32427.26000000,32450.30000000,2021.03860700
2021-01-31 20:00:00,32449.53000000,32829.69000000,32400.27000000,32642.84000000,1803.38103600
2021-01-31 20:30:00,32642.84000000,32926.25000000,32642.84000000,32808.80000000,1593.59708900
2021-01-31 21:00:00,32807.29000000,32876.57000000,32461.23000000,32808.17000000,1833.15342500
2021-01-31 21:30:00,32808.16000000,32931.55000000,32795.24000000,32853.73000000,1135.16177200
2021-01-31 22:00:00,32853.73000000,32899.39000000,32647.44000000,32742.97000000,1244.99786400
2021-01-31 22:30:00,32742.97000000,32764.81000000,32515.00000000,32560.73000000,1091.55530100
2021-01-31 23:00:00,32561.35000000,32896.76000000,32559.85000000,32895.43000000,813.79202500
2021-01-31 23:30:00,32895.43000000,33088.88000000,32869.54000000,32974.10000000,1061.01594000
2021-02-01 00:00:00,32974.10000000,33255.49000000,32933.54000000,33124.40000000,1582.24508000
2021-02-01 00:30:00,33124.77000000,33238.86000000,33044.31000000,33092.98000000,1636.49382300
2021-02-01 01:00:00,33092.97000000,33106.33000000,32296.16000000,32418.85000000,2934.42432500
2021-02-01 01:30:00,32417.59000000,32629.00000000,32336.11000000,32546.27000000,1449.50179700
2021-02-01 02:00:00,32546.32000000,32981.90000000,32476.34000000,32907.15000000,1262.04526000
2021-02-01 02:30:00,32905.63000000,33560.90000000,32789.95000000,33430.29000000,2451.60423200
2021-02-01 03:00:00,33425.19000000,33830.00000000,33222.88000000,33553.38000000,2185.81878900
2021-02-01 03:30:00,33554.94000000,33724.27000000,33487.70000000,33649.73000000,1509.11284000
2021-02-01 04:00:00,33646.37000000,33740.22000000,33470.00000000,33529.67000000,1269.55961600
2021-02-01 04:30:00,33527.98000000,33776.81000000,33520.01000000,33573.97000000,1612.58217900
2021-02-01 05:00:00,33573.25000000,33943.55000000,33423.43000000,33738.87000000,1937.31903500
2021-02-01 05:30:00,33738.88000000,33767.92000000,33520.83000000,33558.25000000,1268.73529300
2021-02-01 06:00:00,33560.91000000,33700.00000000,33429.36000000,33553.82000000,1373.02803700
2021-02-01 06:30:00,33553.82000000,33888.33000000,33550.32000000,33755.40000000,1219.99234200
2021-02-01 07:00:00,33753.59000000,33914.88000000,33687.55000000,33889.50000000,1129.39228800
2021-02-01 07:30:00,33889.49000000,34427.00000000,33284.24000000,33518.89000000,5092.86666700
2021-02-01 08:00:00,33518.88000000,33706.22000000,33390.12000000,33609.74000000,1777.76683700
2021-02-01 08:30:00,33610.18000000,33885.39000000,33583.77000000,33803.97000000,1551.11199200
2021-02-01 09:00:00,33802.60000000,33900.00000000,33619.96000000,33706.11000000,1764.14171200
2021-02-01 09:30:00,33706.34000000,34500.00000000,33589.23000000,34477.31000000,3294.09555800
2021-02-01 10:00:00,34475.57000000,34717.27000000,34373.00000000,34373.01000000,3810.94279700
2021-02-01 10:30:00,34373.00000000,34500.00000000,34268.62000000,34354.47000000,1843.19825800
2021-02-01 11:00:00,34354.46000000,34539.94000000,34077.01000000,34431.51000000,2209.27342600
2021-02-01 11:30:00,34431.51000000,34472.59000000,34012.41000000,34163.28000000,2025.98723100
2021-02-01 12:00:00,34163.28000000,34295.91000000,33935.47000000,34112.94000000,2084.84860900
2021-02-01 12:30:00,34111.66000000,34400.00000000,33997.04000000,34183.33000000,2489.02028100
2021-02-01 13:00:00,34183.33000000,34460.00000000,33943.70000000,34032.27000000,2860.45695200
2021-02-01 13:30:00,34033.98000000,34118.45000000,33590.00000000,33770.23000000,2900.63198800
2021-02-01 14:00:00,33770.23000000,34050.00000000,33726.95000000,33814.03000000,1876.36537200
2021-02-01 14:30:00,33814.03000000,33981.77000000,33655.00000000,33702.25000000,2972.56898400
2021-02-01 15:00:00,33702.25000000,33866.38000000,33400.00000000,33711.19000000,2975.14757500
2021-02-01 15:30:00,33711.19000000,33866.49000000,33517.97000000,33532.81000000,1172.34912300
2021-02-01 16:00:00,33535.51000000,33629.30000000,33350.00000000,33541.76000000,1220.47596000
2021-02-01 16:30:00,33541.76000000,33638.99000000,33160.00000000,33160.17000000,1500.71064300
2021-02-01 17:00:00,33160.00000000,33432.89000000,33133.26000000,33388.36000000,1143.88452500
2021-02-01 17:30:00,33388.36000000,33603.91000000,33255.92000000,33460.83000000,1275.98825500
2021-02-01 18:00:00,33460.83000000,33570.00000000,33380.00000000,33563.24000000,1055.38787900
2021-02-01 18:30:00,33563.24000000,34100.00000000,33558.00000000,33978.31000000,1983.28080600
2021-02-01 19:00:00,33979.94000000,34032.93000000,33772.31000000,33850.01000000,976.41662300
2021-02-01 19:30:00,33850.01000000,33946.20000000,33655.01000000,33731.52000000,896.21403300
2021-02-01 20:00:00,33739.52000000,33965.72000000,33700.30000000,33853.46000000,782.33067100
2021-02-01 20:30:00,33851.94000000,34072.54000000,33821.98000000,33838.13000000,1020.01658200
2021-02-01 21:00:00,33838.13000000,34039.00000000,33821.99000000,33880.21000000,846.94267600
2021-02-01 21:30:00,33880.21000000,33908.30000000,33722.04000000,33831.55000000,871.98855900
2021-02-01 22:00:00,33831.54000000,33848.95000000,33689.66000000,33820.00000000,701.44885600
2021-02-01 22:30:00,33819.99000000,33820.03000000,33549.00000000,33658.67000000,749.56741100
2021-02-01 23:00:00,33661.79000000,33789.73000000,33511.00000000,33693.50000000,911.51571600
2021-02-01 23:30:00,33693.51000000,33696.70000000,33511.53000000,33539.39000000,626.63690900
2021-02-02 00:00:00,33542.12000000,33768.00000000,33482.07000000,33663.27000000,836.54340400
2021-02-02 00:30:00,33663.27000000,33665.41000000,33430.76000000,33526.37000000,1015.03797900
2021-02-02 01:00:00,33517.09000000,34161.39000000,33418.00000000,33986.96000000,2429.17178900
2021-02-02 01:30:00,33981.99000000,34052.39000000,33734.03000000,33763.07000000,989.00714400
2021-02-02 02:00:00,33763.06000000,33769.22000000,33572.00000000,33591.94000000,819.26770400
2021-02-02 02:30:00,33591.94000000,33800.96000000,33509.00000000,33744.71000000,1047.48575200
2021-02-02 03:00:00,33742.99000000,33848.94000000,33617.51000000,33635.42000000,837.72567300
2021-02-02 03:30:00,33636.10000000,33876.73000000,33555.49000000,33646.00000000,1241.99157700
2021-02-02 04:00:00,33646.00000000,33695.26000000,33501.25000000,33646.07000000,913.00385700
2021-02-02 04:30:00,33646.06000000,33700.00000000,33522.71000000,33550.32000000,826.28972900
2021-02-02 05:00:00,33554.08000000,33903.35000000,33500.00000000,33873.41000000,1290.03257000
2021-02-02 05:30:00,33873.40000000,33963.29000000,33812.65000000,33876.37000000,836.25486500
2021-02-02 06:00:00,33876.36000000,33945.00000000,33770.00000000,33829.50000000,697.36488600
2021-02-02 06:30:00,33829.00000000,34100.00000000,33807.74000000,33992.83000000,1366.63552300
2021-02-02 07:00:00,33992.83000000,34074.11000000,33928.58000000,33984.11000000,996.69344400
2021-02-02 07:30:00,33986.99000000,34321.61000000,33924.73000000,34295.01000000,2130.36979800
2021-02-02 08:00:00,34295.01000000,34400.00000000,34136.55000000,34168.73000000,1707.76395100
2021-02-02 08:30:00,34168.73000000,34380.65000000,34136.02000000,34223.38000000,1404.27096000
2021-02-02 09:00:00,34223.38000000,34491.91000000,34216.02000000,34270.00000000,1733.26279300
2021-02-02 09:30:00,34269.99000000,34683.63000000,34080.00000000,34663.87000000,3223.96144000
2021-02-02 10:00:00,34663.87000000,35668.10000000,34663.87000000,35249.99000000,6673.08027000
2021-02-02 10:30:00,35247.44000000,35497.68000000,35160.00000000,35334.04000000,2143.96442900
2021-02-02 11:00:00,35334.03000000,35434.70000000,34910.48000000,35244.25000000,2330.61109400
2021-02-02 11:30:00,35244.26000000,35350.00000000,35033.00000000,35160.24000000,1579.44273800
2021-02-02 12:00:00,35160.24000000,35284.49000000,34866.00000000,34892.97000000,1936.08417900
2021-02-02 12:30:00,34892.96000000,35042.51000000,34601.00000000,34720.15000000,2448.25180500
2021-02-02 13:00:00,34722.97000000,35000.00000000,34524.20000000,34908.31000000,1843.45847600
2021-02-02 13:30:00,34908.32000000,34946.30000000,34695.00000000,34779.91000000,1040.49651100
2021-02-02 14:00:00,34779.90000000,35200.00000000,34745.13000000,34967.83000000,1702.89489300
2021-02-02 14:30:00,34967.83000000,34967.83000000,34731.70000000,34844.73000000,1383.42944100
2021-02-02 15:00:00,34844.06000000,34932.50000000,34507.00000000,34581.21000000,1646.12091900
2021-02-02 15:30:00,34579.47000000,34838.18000000,34333.00000000,34793.99000000,1679.43477600
